Wetland,asset_precip_3m,subwetland,year,asset_precip_3m_scaled,asset_precip_3m_scaled_lagged,asset_precip,asset_precip_annual_scaled,asset_precip_annual_scaled_lagged
Coolmunda Dam,48.96890963245841,,2002,-0.1873904520092229,-0.8344676989391521,277.48530479178714,-1.0497357486583765,-0.5220897007650193
Coolmunda Dam,29.047316784017227,,2003,-0.9310191149118546,-0.1873904520092229,291.37535570275554,-0.8615466436987274,-1.0497357486583765
Coolmunda Dam,32.011373165542004,,2004,-0.8203774960147114,-0.9310191149118546,370.2592055475011,0.20720977722493425,-0.8615466436987274
Coolmunda Dam,38.23291171999539,,2005,-0.5881413273688213,-0.8203774960147114,324.9979394716375,-0.40601167219619416,0.20720977722493425
Coolmunda Dam,32.66464758153055,,2006,-0.7959922179816814,-0.5881413273688213,355.73788840630476,0.010467973098139592,-0.40601167219619416
Coolmunda Dam,58.826506005081484,,2007,0.1805716515120882,-0.7959922179816814,259.1933250413222,-1.297564307332826,0.010467973098139592
Coolmunda Dam,48.494072142301825,,2008,-0.20511507727325215,0.1805716515120882,347.46124534326447,-0.1016679765889916,-1.297564307332826
Coolmunda Dam,55.95014229942772,,2009,0.07320340476949222,-0.20511507727325215,321.86193441503195,-0.4484997803056831,-0.1016679765889916
Coolmunda Dam,30.209214555983454,,2010,-0.8876480605403464,0.07320340476949222,442.65492771840565,1.1880619170462206,-0.4484997803056831
Coolmunda Dam,138.56036948970723,,2011,3.1568590770315135,-0.8876480605403464,435.5792387335908,1.0921970720891965,1.1880619170462206
Coolmunda Dam,68.45351916902206,,2012,0.5399265977410657,3.1568590770315135,354.8808239258972,-0.0011439496006639379,1.0921970720891965
Coolmunda Dam,46.33911682390699,,2013,-0.28555475668163116,0.5399265977410657,386.116862469561,0.42205695683916516,-0.0011439496006639379
Coolmunda Dam,36.94019116046382,,2014,-0.6363957048427805,-0.28555475668163116,278.63253579466954,-1.0341925100483644,0.42205695683916516
Coolmunda Dam,39.000248748180915,,2015,-0.5594983462273847,-0.6363957048427805,358.1180222581415,0.04271517378389187,-1.0341925100483644
Coolmunda Dam,42.29595750079436,,2016,-0.4364768834524238,-0.5594983462273847,371.7813300651663,0.22783225387765513,0.04271517378389187
