"year","inundated_area","valley_name","valley_surface_water","valley_surface_water_lagged"
2003,86466600,"broken",0.258455307717174,-0.160663285793605
2004,76300200,"broken",-0.0459466489662797,0.258455307717174
2005,87228000,"broken",0.281253117150089,-0.0459466489662797
2006,65414700,"broken",-0.371879870114153,0.281253117150089
2007,45483300,"broken",-0.968665080163,-0.371879870114153
2008,32112000,"broken",-1.36902802903393,-0.968665080163
2009,22036500,"broken",-1.67070826142339,-1.36902802903393
2010,79239600,"broken",0.0420647524614966,-1.67070826142339
2011,66497400,"broken",-0.339461708473732,0.0420647524614966
2012,64414800,"broken",-0.401818837348158,-0.339461708473732
2013,50349600,"broken",-0.822958513255472,-0.401818837348158
2014,48781800,"broken",-0.869901520385657,-0.822958513255472
2015,33363000,"broken",-1.33157063528482,-0.869901520385657
2016,99028800,"broken",0.634592215594976,-1.33157063528482
2017,48993300,"broken",-0.863568795543181,0.634592215594976
2018,20423700,"broken",-1.71899865681793,-0.863568795543181
2019,18468900,"broken",-1.77752920302158,-1.71899865681793
2020,60673500,"broken",-0.51384069764677,-1.77752920302158
2021,67979700,"broken",-0.295078739045824,-0.51384069764677
2022,130943700,"broken",1.590186920442,-0.295078739045824
2023,137103300,"broken",1.77461742606714,1.590186920442
2024,37851300,"broken",-1.19718212979789,1.77461742606714
1987,41006700,"campaspe",0.589206017306153,NA
1988,44668800,"campaspe",0.889412338837998,0.589206017306153
1989,37375200,"campaspe",0.291508178185732,0.889412338837998
1990,41977800,"campaspe",0.668813444421626,0.291508178185732
1991,42018300,"campaspe",0.67213349467204,0.668813444421626
1992,42902100,"campaspe",0.74458436902551,0.67213349467204
1993,45362700,"campaspe",0.946295866461751,0.74458436902551
1994,36552600,"campaspe",0.224074268655109,0.946295866461751
1995,43813800,"campaspe",0.819322389107044,0.224074268655109
1996,44972100,"campaspe",0.914275826268873,0.819322389107044
1997,34779600,"campaspe",0.0787298465814456,0.914275826268873
1998,28168200,"campaspe",-0.463249912074964,0.0787298465814456
1999,26740800,"campaspe",-0.580263238678431,-0.463249912074964
2000,42498900,"campaspe",0.711531424310281,-0.580263238678431
2001,34094700,"campaspe",0.0225841079022286,0.711531424310281
2002,18845100,"campaspe",-1.22752547972018,0.0225841079022286
2003,20931300,"campaspe",-1.05650600237665,-1.22752547972018
2004,16680600,"campaspe",-1.40496372088117,-1.05650600237665
2005,15118200,"campaspe",-1.53304388165269,-1.40496372088117
2006,9089100,"campaspe",-2.02728869559759,-1.53304388165269
2007,10394100,"campaspe",-1.92030929863982,-2.02728869559759
2008,8512200,"campaspe",-2.07458096694237,-1.92030929863982
2009,7875000,"campaspe",-2.12681642421555,-2.07458096694237
2010,44534700,"campaspe",0.878419283564406,-2.12681642421555
2011,42789600,"campaspe",0.735362007218806,0.878419283564406
2012,43731900,"campaspe",0.812608509711763,0.735362007218806
2013,42516000,"campaspe",0.712933223304901,0.812608509711763
2014,38007000,"campaspe",0.343300962092184,0.712933223304901
2015,27854100,"campaspe",-0.488998746239283,0.343300962092184
2016,42847200,"campaspe",0.740083856463839,-0.488998746239283
2017,44709300,"campaspe",0.892732389088411,0.740083856463839
2018,34474500,"campaspe",0.053718801361663,0.892732389088411
2019,27873900,"campaspe",-0.487375610561303,0.053718801361663
2020,31921200,"campaspe",-0.155591922203302,-0.487375610561303
2021,33485400,"campaspe",-0.0273642036428829,-0.155591922203302
2022,47306700,"campaspe",1.1056582784816,-0.0273642036428829
2023,46683900,"campaspe",1.05460328351969,1.1056582784816
2024,42016500,"campaspe",0.671985936883133,1.05460328351969
1987,2027700,"castlereagh",-0.520822210261232,NA
1988,14389200,"castlereagh",-0.389090178419821,-0.520822210261232
1989,63315000,"castlereagh",0.132294365807543,-0.389090178419821
1990,53444700,"castlereagh",0.0271101507944547,0.132294365807543
1991,18399600,"castlereagh",-0.346352796993877,0.0271101507944547
1992,4138200,"castlereagh",-0.498331375556601,-0.346352796993877
1993,10336500,"castlereagh",-0.432278335637285,-0.498331375556601
1994,5370300,"castlereagh",-0.485201331756755,-0.432278335637285
1995,13450500,"castlereagh",-0.39909356460188,-0.485201331756755
1996,14159700,"castlereagh",-0.391535876863181,-0.39909356460188
1997,4711500,"castlereagh",-0.492221924935343,-0.391535876863181
1998,194055300,"castlereagh",1.5255464276573,-0.492221924935343
1999,28264500,"castlereagh",-0.241226127826515,1.5255464276573
2000,48260700,"castlereagh",-0.0281338611026354,-0.241226127826515
2001,5665500,"castlereagh",-0.482055492190392,-0.0281338611026354
2002,950400,"castlereagh",-0.532302606483597,-0.482055492190392
2003,16877700,"castlereagh",-0.36257113451436,-0.532302606483597
2004,12948300,"castlereagh",-0.404445328254411,-0.36257113451436
2005,14264100,"castlereagh",-0.390423323845809,-0.404445328254411
2006,3450600,"castlereagh",-0.505658879912396,-0.390423323845809
2007,29592900,"castlereagh",-0.227069849777886,-0.505658879912396
2008,13365000,"castlereagh",-0.400004707159211,-0.227069849777886
2009,66924900,"castlereagh",0.170763763675464,-0.400004707159211
2010,211935600,"castlereagh",1.71609031383082,0.170763763675464
2011,7227000,"castlereagh",-0.465415151801252,1.71609031383082
2012,11952000,"castlereagh",-0.415062536790883,-0.465415151801252
2013,4533300,"castlereagh",-0.494120937844306,-0.415062536790883
2014,2231100,"castlereagh",-0.518654650072215,-0.494120937844306
2015,21150900,"castlereagh",-0.317033188596411,-0.518654650072215
2016,261164700,"castlereagh",2.24070701639313,-0.317033188596411
2017,3741300,"castlereagh",-0.502560995217472,2.24070701639313
2018,1187100,"castlereagh",-0.529780180245934,-0.502560995217472
2019,16472700,"castlereagh",-0.36688707294382,-0.529780180245934
2020,73345500,"castlereagh",0.23918577424384,-0.36688707294382
2021,197065800,"castlereagh",1.55762823664962,0.23918577424384
2022,458963100,"castlereagh",4.34857298144433,1.55762823664962
2023,9248400,"castlereagh",-0.443873823551102,4.34857298144433
2024,15646500,"castlereagh",-0.375691587339919,-0.443873823551102
1987,518002200,"central murray",-0.417315049997394,NA
1988,609128100,"central murray",-0.17170554962991,-0.417315049997394
1989,681104700,"central murray",0.0222912917088343,-0.17170554962991
1990,1428607800,"central murray",2.03701885998685,0.0222912917088343
1991,609084000,"central murray",-0.171824411325281,2.03701885998685
1992,1000962900,"central murray",0.88439759398341,-0.171824411325281
1993,1153584000,"central murray",1.29575366417351,0.88439759398341
1994,501030900,"central murray",-0.463057396724139,1.29575366417351
1995,958615200,"central murray",0.770258831691766,-0.463057396724139
1996,1027120500,"central murray",0.954899559580595,0.770258831691766
1997,646336800,"central murray",-0.0714178134723124,0.954899559580595
1998,754813800,"central murray",0.220957699651438,-0.0714178134723124
1999,701451900,"central murray",0.0771326225036717,0.220957699651438
2000,959832000,"central murray",0.773538444184451,0.0771326225036717
2001,560050200,"central murray",-0.303984062084496,0.773538444184451
2002,276939000,"central murray",-1.06704703737954,-0.303984062084496
2003,548474400,"central murray",-0.335184044244934,-1.06704703737954
2004,451813500,"central murray",-0.595711900255918,-0.335184044244934
2005,549271800,"central murray",-0.333034830732716,-0.595711900255918
2006,273583800,"central murray",-1.07609022922328,-0.333034830732716
2007,220437900,"central murray",-1.21933312663861,-1.07609022922328
2008,191486700,"central murray",-1.29736461677522,-1.21933312663861
2009,240573600,"central murray",-1.16506184683178,-1.29736461677522
2010,949980600,"central murray",0.746986196887906,-1.16506184683178
2011,718850700,"central murray",0.124027199950849,0.746986196887906
2012,580808700,"central murray",-0.248034164049157,0.124027199950849
2013,711840600,"central murray",0.105133041884634,-0.248034164049157
2014,504042300,"central murray",-0.454940840954521,0.105133041884634
2015,390214800,"central murray",-0.761737431200321,-0.454940840954521
2016,1433068200,"central murray",2.04904087146151,-0.761737431200321
2017,580666500,"central murray",-0.248417432373007,2.04904087146151
2018,352993500,"central murray",-0.86205912784231,-0.248417432373007
2019,282667500,"central murray",-1.05160714572574,-0.86205912784231
2020,416411100,"central murray",-0.691131158401076,-1.05160714572574
2021,599752800,"central murray",-0.196974575766225,-0.691131158401076
2022,1945452600,"central murray",3.43005852374361,-0.196974575766225
2023,788887800,"central murray",0.312796552442156,3.43005852374361
2024,449756100,"central murray",-0.601257162207307,0.312796552442156
1987,143615700,"condamine",-0.742962266203026,NA
1988,1114358400,"condamine",0.329609202273743,-0.742962266203026
1989,807523200,"condamine",-0.0094123335506968,0.329609202273743
1990,2689792200,"condamine",2.0703025336312,-0.0094123335506968
1991,287094600,"condamine",-0.584432746003254,2.0703025336312
1992,153381600,"condamine",-0.732171944829508,-0.584432746003254
1993,282630600,"condamine",-0.589365009758913,-0.732171944829508
1994,305148600,"condamine",-0.564484921217263,-0.589365009758913
1995,507797100,"condamine",-0.340579040462647,-0.564484921217263
1996,714908700,"condamine",-0.111741890360387,-0.340579040462647
1997,415934100,"condamine",-0.4420782665796,-0.111741890360387
1998,1190137500,"condamine",0.413337362750095,-0.4420782665796
1999,658743300,"condamine",-0.173798916960314,0.413337362750095
2000,481572000,"condamine",-0.369555095619126,-0.173798916960314
2001,237796200,"condamine",-0.638902439446795,-0.369555095619126
2002,109801800,"condamine",-0.780323169744126,-0.638902439446795
2003,697731300,"condamine",-0.13072116173952,-0.780323169744126
2004,512630100,"condamine",-0.335239069420734,-0.13072116173952
2005,297053100,"condamine",-0.573429621314471,-0.335239069420734
2006,211538700,"condamine",-0.667914293291824,-0.573429621314471
2007,1033711200,"condamine",0.240502288842882,-0.667914293291824
2008,483712200,"condamine",-0.367190393358853,0.240502288842882
2009,1080857700,"condamine",0.292594352721951,-0.367190393358853
2010,4740566400,"condamine",4.33619842469304,0.292594352721951
2011,1472286600,"condamine",0.725083281124139,4.33619842469304
2012,958848300,"condamine",0.157786435726058,0.725083281124139
2013,658564200,"condamine",-0.173996804155349,0.157786435726058
2014,390428100,"condamine",-0.470259789731892,-0.173996804155349
2015,403344000,"condamine",-0.455989040304985,-0.470259789731892
2016,605437200,"condamine",-0.23269670929578,-0.455989040304985
2017,311212800,"condamine",-0.557784600010483,-0.23269670929578
2018,214083000,"condamine",-0.665103101832701,-0.557784600010483
2019,451976400,"condamine",-0.402255208792732,-0.665103101832701
2020,613787400,"condamine",-0.223470591730255,-0.402255208792732
2021,1399517100,"condamine",0.644680421050795,-0.223470591730255
2022,3091384800,"condamine",2.51402131174965,0.644680421050795
2023,595576800,"condamine",-0.2435914435109,2.51402131174965
2024,685110600,"condamine",-0.144665745337424,-0.2435914435109
1987,428658300,"darling",-0.587649507059446,NA
1988,1181973600,"darling",0.0239013749101916,-0.587649507059446
1989,1411900200,"darling",0.210558694917206,0.0239013749101916
1990,3236524200,"darling",1.69181152021223,0.210558694917206
1991,1161778500,"darling",0.00750673747688176,1.69181152021223
1992,1003378500,"darling",-0.121084384599081,0.00750673747688176
1993,793650600,"darling",-0.291344144647284,-0.121084384599081
1994,505926000,"darling",-0.524922611584516,-0.291344144647284
1995,568120500,"darling",-0.474432330385315,-0.524922611584516
1996,882397800,"darling",-0.219298045978724,-0.474432330385315
1997,647222400,"darling",-0.410216408167255,-0.219298045978724
1998,3491662500,"darling",1.89893601693921,-0.410216408167255
1999,1427599800,"darling",0.223303828630235,1.89893601693921
2000,1282700700,"darling",0.105672907817122,0.223303828630235
2001,704540700,"darling",-0.363684687760143,0.105672907817122
2002,343375200,"darling",-0.656883405563969,-0.363684687760143
2003,302539500,"darling",-0.690034342961428,-0.656883405563969
