"year","inundated_area","valley_name","valley_surface_water","valley_surface_water_lagged"
2004,325649700,"darling",-0.671273190503095,-0.690034342961428
2005,336125700,"darling",-0.662768641293071,-0.671273190503095
2006,212964300,"darling",-0.762752622495384,-0.662768641293071
2007,349729200,"darling",-0.651725148053422,-0.762752622495384
2008,326248200,"darling",-0.670787320638433,-0.651725148053422
2009,609524100,"darling",-0.440820364589959,-0.670787320638433
2010,2667625200,"darling",1.22997212148816,-0.440820364589959
2011,2728372500,"darling",1.27928754743566,1.22997212148816
2012,2017220400,"darling",0.701965284142245,1.27928754743566
2013,983898900,"darling",-0.136898170088923,0.701965284142245
2014,464981400,"darling",-0.558161955378401,-0.136898170088923
2015,255807900,"darling",-0.727971646499338,-0.558161955378401
2016,912880800,"darling",-0.194551561292855,-0.727971646499338
2017,508281300,"darling",-0.523010549275011,-0.194551561292855
2018,241782300,"darling",-0.739357805854064,-0.523010549275011
2019,152276400,"darling",-0.812019826772113,-0.739357805854064
2020,424957500,"darling",-0.59065386327522,-0.812019826772113
2021,1452450600,"darling",0.243478022168652,-0.59065386327522
2022,6499989000,"darling",4.34113349298627,0.243478022168652
2023,1930227300,"darling",0.631343186024401,4.34113349298627
2024,1021259700,"darling",-0.106568200432006,0.631343186024401
1987,236050200,"goulburn",0.104472455740077,NA
1988,270826200,"goulburn",0.73787101308602,0.104472455740077
1989,228101400,"goulburn",-0.040304357367567,0.73787101308602
1990,285371100,"goulburn",1.00278700908156,-0.040304357367567
1991,309200400,"goulburn",1.43680599466253,1.00278700908156
1992,299180700,"goulburn",1.25431049417256,1.43680599466253
1993,318313800,"goulburn",1.60279444682829,1.25431049417256
1994,223727400,"goulburn",-0.119970946102072,1.60279444682829
1995,248335200,"goulburn",0.328227380889459,-0.119970946102072
1996,303793200,"goulburn",1.33832104299238,0.328227380889459
1997,214932600,"goulburn",-0.280156523285938,1.33832104299238
1998,179694900,"goulburn",-0.921964331664967,-0.280156523285938
1999,200700000,"goulburn",-0.539384390415046,-0.921964331664967
2000,221498100,"goulburn",-0.160574678673136,-0.539384390415046
2001,179246700,"goulburn",-0.930127698164923,-0.160574678673136
2002,131968800,"goulburn",-1.79123172549256,-0.930127698164923
2003,218650500,"goulburn",-0.212439922861608,-1.79123172549256
2004,197109000,"goulburn",-0.604789676227942,-0.212439922861608
2005,198666000,"goulburn",-0.576430993406812,-0.604789676227942
2006,137034900,"goulburn",-1.69895945635952,-0.576430993406812
2007,144855900,"goulburn",-1.55651035016552,-1.69895945635952
2008,130612500,"goulburn",-1.81593492492114,-1.55651035016552
2009,145169100,"goulburn",-1.55080582899688,-1.81593492492114
2010,311580900,"goulburn",1.48016363400466,-1.55080582899688
2011,268294500,"goulburn",0.691759466972818,1.48016363400466
2012,251676900,"goulburn",0.389091998990533,0.691759466972818
2013,246110400,"goulburn",0.287705609829439,0.389091998990533
2014,246574800,"goulburn",0.296164037769152,0.287705609829439
2015,180614700,"goulburn",-0.905211398807629,0.296164037769152
2016,270259200,"goulburn",0.72754386269451,-0.905211398807629
2017,243534600,"goulburn",0.240790840908008,0.72754386269451
2018,202001400,"goulburn",-0.515681121421199,0.240790840908008
2019,178987500,"goulburn",-0.934848681201042,-0.515681121421199
2020,240350400,"goulburn",0.182794875693465,-0.934848681201042
2021,221922900,"goulburn",-0.152837512030608,0.182794875693465
2022,332204400,"goulburn",1.85579323911808,-0.152837512030608
2023,288402300,"goulburn",1.05799628292062,1.85579323911808
2024,246388500,"goulburn",0.292770831211942,1.05799628292062
1987,94527000,"gwydir",-0.592045686500007,NA
1988,150894900,"gwydir",-0.332615914370332,-0.592045686500007
1989,183375900,"gwydir",-0.183124121549525,-0.332615914370332
1990,204159600,"gwydir",-0.087468428238057,-0.183124121549525
1991,192488400,"gwydir",-0.141184404112267,-0.087468428238057
1992,92711700,"gwydir",-0.600400492432941,-0.141184404112267
1993,76090500,"gwydir",-0.676898537038501,-0.600400492432941
1994,70170300,"gwydir",-0.704145891241196,-0.676898537038501
1995,170215200,"gwydir",-0.243695429014714,-0.704145891241196
1996,228464100,"gwydir",0.0243915292328738,-0.243695429014714
1997,190517400,"gwydir",-0.150255809661659,0.0243915292328738
1998,346327200,"gwydir",0.566849154503588,-0.150255809661659
1999,209955600,"gwydir",-0.060792696850803,0.566849154503588
2000,348352200,"gwydir",0.576169091711868,-0.060792696850803
2001,198943200,"gwydir",-0.111476586486586,0.576169091711868
2002,102564000,"gwydir",-0.555055891268924,-0.111476586486586
2003,184963500,"gwydir",-0.175817290778234,-0.555055891268924
2004,430074000,"gwydir",0.95228861988352,-0.175817290778234
2005,279028800,"gwydir",0.257112432420776,0.95228861988352
2006,116730900,"gwydir",-0.489853610559799,0.257112432420776
2007,114046200,"gwydir",-0.50220977620082,-0.489853610559799
2008,115767000,"gwydir",-0.49428990067094,-0.50220977620082
2009,99465300,"gwydir",-0.569317466294749,-0.49428990067094
