"year","inundated_area","wetland_name","wetland_surface_water","wetland_surface_water_lagged"
1988,735300,"fivebough",-0.786284175258932,-1.03144771655414
1989,2189700,"fivebough",1.40257926525517,-0.786284175258932
1990,1954800,"fivebough",1.04905614769689,1.40257926525517
1991,459900,"fivebough",-1.20075955446519,1.04905614769689
1992,634500,"fivebough",-0.937987582027236,-1.20075955446519
1993,563400,"fivebough",-1.04499266358702,-0.937987582027236
1994,800100,"fivebough",-0.688760556622166,-1.04499266358702
1995,2122200,"fivebough",1.30099216250854,-0.688760556622166
1996,2092500,"fivebough",1.25629383730002,1.30099216250854
1997,808200,"fivebough",-0.67657010429257,1.25629383730002
1998,537300,"fivebough",-1.08427300998239,-0.67657010429257
1999,1500300,"fivebough",0.365036322536231,-1.08427300998239
2000,1210500,"fivebough",-0.0711109719226425,0.365036322536231
2001,391500,"fivebough",-1.30370115191511,-0.0711109719226425
2002,134100,"fivebough",-1.6910866370556,-1.30370115191511
2003,1791900,"fivebough",0.803892606401682,-1.6910866370556
2004,1236600,"fivebough",-0.0318306255272781,0.803892606401682
2005,1619100,"fivebough",0.543829623370304,-0.0318306255272781
2006,1628100,"fivebough",0.557374570403188,0.543829623370304
2007,432900,"fivebough",-1.24139439556384,0.557374570403188
2008,1012500,"fivebough",-0.369099806646097,-1.24139439556384
2009,225000,"fivebough",-1.55428267202347,-0.369099806646097
2010,1928700,"fivebough",1.00977580130152,-1.55428267202347
2011,1783800,"fivebough",0.791702154072086,1.00977580130152
2012,2226600,"fivebough",1.45811354808999,0.791702154072086
2013,1891800,"fivebough",0.954241518466698,1.45811354808999
2014,1227600,"fivebough",-0.0453755725601623,0.954241518466698
2015,1247400,"fivebough",-0.0155766890878169,-0.0453755725601623
2016,2325600,"fivebough",1.60710796545172,-0.0155766890878169
2017,1952100,"fivebough",1.04499266358702,1.60710796545172
2018,553500,"fivebough",-1.05989210532319,1.04499266358702
2019,900000,"fivebough",-0.53841164455715,-1.05989210532319
2020,1229400,"fivebough",-0.0426665831535855,-0.53841164455715
2021,1432800,"fivebough",0.263449219789599,-0.0426665831535855
2022,1981800,"fivebough",1.08969098879554,0.263449219789599
2023,1954800,"fivebough",1.04905614769689,1.08969098879554
2024,505800,"fivebough",-1.13168032459748,1.04905614769689
1987,10875600,"gunbower-koondrook-perricoota",-0.413140036532302,NA
1988,11795400,"gunbower-koondrook-perricoota",-0.231241701266751,-0.413140036532302
1989,17398800,"gunbower-koondrook-perricoota",0.876878685585816,-0.231241701266751
1990,24048900,"gunbower-koondrook-perricoota",2.19199297059282,0.876878685585816
1991,12681900,"gunbower-koondrook-perricoota",-0.0559287264755882,2.19199297059282
1992,22291200,"gunbower-koondrook-perricoota",1.84439272717441,-0.0559287264755882
1993,31465800,"gunbower-koondrook-perricoota",3.6587485292263,1.84439272717441
1994,11138400,"gunbower-koondrook-perricoota",-0.361169083599288,3.6587485292263
1995,14475600,"gunbower-koondrook-perricoota",0.29879082556379,-0.361169083599288
1996,15863400,"gunbower-koondrook-perricoota",0.573240172901833,0.29879082556379
1997,10603800,"gunbower-koondrook-perricoota",-0.466890816620557,0.573240172901833
1998,9933300,"gunbower-koondrook-perricoota",-0.599487939685954,-0.466890816620557
1999,10387800,"gunbower-koondrook-perricoota",-0.509606668346323,-0.599487939685954
2000,10539000,"gunbower-koondrook-perricoota",-0.479705572138287,-0.509606668346323
2001,10037700,"gunbower-koondrook-perricoota",-0.578841944685168,-0.479705572138287
2002,9303300,"gunbower-koondrook-perricoota",-0.724075840552771,-0.578841944685168
2003,11554200,"gunbower-koondrook-perricoota",-0.278941069027189,-0.724075840552771
2004,10539000,"gunbower-koondrook-perricoota",-0.479705572138287,-0.278941069027189
2005,10803600,"gunbower-koondrook-perricoota",-0.427378653774224,-0.479705572138287
2006,10053900,"gunbower-koondrook-perricoota",-0.575638255805735,-0.427378653774224
2007,9658800,"gunbower-koondrook-perricoota",-0.653772667920781,-0.575638255805735
2008,8775000,"gunbower-koondrook-perricoota",-0.828551694565372,-0.653772667920781
2009,8779500,"gunbower-koondrook-perricoota",-0.827661780987752,-0.828551694565372
2010,12444300,"gunbower-koondrook-perricoota",-0.10291616337393,-0.827661780987752
2011,14869800,"gunbower-koondrook-perricoota",0.376747254963312,-0.10291616337393
2012,11399400,"gunbower-koondrook-perricoota",-0.309554096097321,0.376747254963312
2013,11367900,"gunbower-koondrook-perricoota",-0.315783491140662,-0.309554096097321
2014,10959300,"gunbower-koondrook-perricoota",-0.396587643988568,-0.315783491140662
2015,10872000,"gunbower-koondrook-perricoota",-0.413851967394399,-0.396587643988568
2016,13882500,"gunbower-koondrook-perricoota",0.181500216033458,-0.413851967394399
2017,10971900,"gunbower-koondrook-perricoota",-0.394095885971232,0.181500216033458
2018,10827900,"gunbower-koondrook-perricoota",-0.422573120455076,-0.394095885971232
2019,10910700,"gunbower-koondrook-perricoota",-0.406198710626866,-0.422573120455076
2020,10837800,"gunbower-koondrook-perricoota",-0.420615310584311,-0.406198710626866
2021,10486800,"gunbower-koondrook-perricoota",-0.49002856963868,-0.420615310584311
2022,26734500,"gunbower-koondrook-perricoota",2.72309339371651,-0.49002856963868
2023,12766500,"gunbower-koondrook-perricoota",-0.0391983512163301,2.72309339371651
2024,10323900,"gunbower-koondrook-perricoota",-0.522243441148528,-0.0391983512163301
1987,829419300,"lower lakes",0.0161593148788393,NA
1988,843405300,"lower lakes",0.373017902098461,0.0161593148788393
1989,839078100,"lower lakes",0.262607600467062,0.373017902098461
1990,842035500,"lower lakes",0.338066887314145,0.262607600467062
1991,828137700,"lower lakes",-0.0165412403464336,0.338066887314145
1992,842600700,"lower lakes",0.352488199590459,-0.0165412403464336
1993,843542100,"lower lakes",0.376508410802282,0.352488199590459
1994,840301200,"lower lakes",0.29381550394399,0.376508410802282
1995,840541500,"lower lakes",0.299946858048729,0.29381550394399
1996,647168400,"lower lakes",-4.63404794191399,0.299946858048729
1997,829169100,"lower lakes",0.00977535817053465,-4.63404794191399
1998,839013300,"lower lakes",0.260954201607357,0.00977535817053465
1999,843435000,"lower lakes",0.373775709909159,0.260954201607357
2000,846883800,"lower lakes",0.461773271442337,0.373775709909159
2001,842219100,"lower lakes",0.342751517416642,0.461773271442337
2002,832118400,"lower lakes",0.085027970160155,0.342751517416642
2003,851544900,"lower lakes",0.580703169975826,0.085027970160155
2004,845677800,"lower lakes",0.431001681553386,0.580703169975826
2005,854594100,"lower lakes",0.658504771874158,0.431001681553386
2006,840482100,"lower lakes",0.298431242427333,0.658504771874158
2007,823863600,"lower lakes",-0.125596673467797,0.298431242427333
2008,738864900,"lower lakes",-2.29437373606643,-0.125596673467797
2009,728199000,"lower lakes",-2.56651859559923,-2.29437373606643
2010,832032900,"lower lakes",0.0828464022202667,-2.56651859559923
2011,832752900,"lower lakes",0.101217500661431,0.0828464022202667
2012,829749600,"lower lakes",0.0245870562887236,0.101217500661431
2013,840792600,"lower lakes",0.306353778630085,0.0245870562887236
2014,838016100,"lower lakes",0.235510230266344,0.306353778630085
2015,836290800,"lower lakes",0.191488485626704,0.235510230266344
2016,847211400,"lower lakes",0.470132121233067,0.191488485626704
2017,838427400,"lower lakes",0.246004720250859,0.470132121233067
2018,834838200,"lower lakes",0.154424794521654,0.246004720250859
2019,837788400,"lower lakes",0.229700370384326,0.154424794521654
2020,842519700,"lower lakes",0.350421451015828,0.229700370384326
2021,844551900,"lower lakes",0.402273876366015,0.350421451015828
2022,850914900,"lower lakes",0.564628458839807,0.402273876366015
2023,842629500,"lower lakes",0.353223043528106,0.564628458839807
2024,833056200,"lower lakes",0.108956325879772,0.353223043528106
1987,14055300,"murray river and euston lakes",-0.417119890803737,NA
1988,14026500,"murray river and euston lakes",-0.423135496046064,-0.417119890803737
1989,19237500,"murray river and euston lakes",0.665313077487601,-0.423135496046064
1990,20201400,"murray river and euston lakes",0.866647865441756,0.665313077487601
1991,14704200,"murray river and euston lakes",-0.281580785187541,0.866647865441756
1992,19111500,"murray river and euston lakes",0.638994804552418,-0.281580785187541
1993,20333700,"murray river and euston lakes",0.894282052023699,0.638994804552418
1994,14184000,"murray river and euston lakes",-0.390237654877085,0.894282052023699
1995,17368200,"murray river and euston lakes",0.27486269972777,-0.390237654877085
1996,18623700,"murray river and euston lakes",0.537105490760493,0.27486269972777
1997,13837500,"murray river and euston lakes",-0.46261290544884,0.537105490760493
1998,13661100,"murray river and euston lakes",-0.499458487558097,-0.46261290544884
1999,13858200,"murray river and euston lakes",-0.458289189180917,-0.499458487558097
2000,13998600,"murray river and euston lakes",-0.428963113624569,-0.458289189180917
2001,13378500,"murray river and euston lakes",-0.558486613998437,-0.428963113624569
2002,13334400,"murray river and euston lakes",-0.567698009525752,-0.558486613998437
2003,13491900,"murray river and euston lakes",-0.534800168356772,-0.567698009525752
2004,13311000,"murray river and euston lakes",-0.572585688785143,-0.534800168356772
2005,13375800,"murray river and euston lakes",-0.559050576989905,-0.572585688785143
2006,13245300,"murray river and euston lakes",-0.586308788244203,-0.559050576989905
2007,13211100,"murray river and euston lakes",-0.593452319469467,-0.586308788244203
2008,6529500,"murray river and euston lakes",-1.98907273568949,-0.593452319469467
2009,9342900,"murray river and euston lakes",-1.4014232985796,-1.98907273568949
2010,20129400,"murray river and euston lakes",0.851608852335937,-1.4014232985796
2011,17661600,"murray river and euston lakes",0.336146678133983,0.851608852335937
2012,15174000,"murray river and euston lakes",-0.183451224672071,0.336146678133983
2013,13858200,"murray river and euston lakes",-0.458289189180917,-0.183451224672071
2014,15125400,"murray river and euston lakes",-0.193602558518499,-0.458289189180917
2015,18118800,"murray river and euston lakes",0.431644411355935,-0.193602558518499
2016,22009500,"murray river and euston lakes",1.24431508206164,0.431644411355935
2017,14439600,"murray river and euston lakes",-0.336849158351427,1.24431508206164
2018,13592700,"murray river and euston lakes",-0.513745550008625,-0.336849158351427
2019,17633700,"murray river and euston lakes",0.330319060555478,-0.513745550008625
2020,13467600,"murray river and euston lakes",-0.539875835279986,0.330319060555478
2021,15018300,"murray river and euston lakes",-0.215973090513405,-0.539875835279986
2022,35589600,"murray river and euston lakes",4.08086094148297,-0.215973090513405
2023,25956900,"murray river and euston lakes",2.06882897558818,4.08086094148297
2024,15789600,"murray river and euston lakes",-0.0548676626173162,2.06882897558818
